name,url
codecentric/spring-boot-admin,https://github.com/codecentric/spring-boot-admin
codecentric/spring-boot-starter-batch-web,https://github.com/codecentric/spring-boot-starter-batch-web
Comcast/cmb,https://github.com/Comcast/cmb
Comcast/jrugged,https://github.com/Comcast/jrugged
CorfuDB/CorfuDB,https://github.com/CorfuDB/CorfuDB
corydissinger/raw4j,https://github.com/corydissinger/raw4j
cosmin/IClojure,https://github.com/cosmin/IClojure
coverity/coverity-security-library,https://github.com/coverity/coverity-security-library
cryptomator/cryptomator,https://github.com/cryptomator/cryptomator
dain/leveldb,https://github.com/dain/leveldb
damnhandy/Handy-URI-Templates,https://github.com/damnhandy/Handy-URI-Templates
datastax/java-driver,https://github.com/datastax/java-driver
davidmoten/geo,https://github.com/davidmoten/geo
davidmoten/rtree,https://github.com/davidmoten/rtree
davidmoten/rxjava-jdbc,https://github.com/davidmoten/rxjava-jdbc
devnied/EMV-NFC-Paycard-Enrollment,https://github.com/devnied/EMV-NFC-Paycard-Enrollment
dianping/cat,https://github.com/dianping/cat
digitalfondue/lavagna,https://github.com/digitalfondue/lavagna
DiUS/java-faker,https://github.com/DiUS/java-faker
dkunzler/esperandro,https://github.com/dkunzler/esperandro
doanduyhai/Achilles,https://github.com/doanduyhai/Achilles
DozerMapper/dozer,https://github.com/DozerMapper/dozer
dropwizard/dropwizard,https://github.com/dropwizard/dropwizard
dropwizard/metrics,https://github.com/dropwizard/metrics
drrb/java-rust-example,https://github.com/drrb/java-rust-example
druid-io/druid,https://github.com/druid-io/druid
DSpace/DSpace,https://github.com/DSpace/DSpace
dynjs/dynjs,https://github.com/dynjs/dynjs
easymock/objenesis,https://github.com/easymock/objenesis
eclipse/che,https://github.com/eclipse/che
eclipse-color-theme/eclipse-color-theme,https://github.com/eclipse-color-theme/eclipse-color-theme
effektif/effektif,https://github.com/effektif/effektif
eirslett/frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin
Esri/geometry-api-java,https://github.com/Esri/geometry-api-java
Esri/spatial-framework-for-hadoop,https://github.com/Esri/spatial-framework-for-hadoop
essentials/Essentials,https://github.com/essentials/Essentials
etsy/statsd-jvm-profiler,https://github.com/etsy/statsd-jvm-profiler
eveliotc/carbonite,https://github.com/eveliotc/carbonite
eXist-db/exist,https://github.com/eXist-db/exist
expectedbehavior/gauges-android,https://github.com/expectedbehavior/gauges-android
f2prateek/progressbutton,https://github.com/f2prateek/progressbutton
fabiomaffioletti/jsondoc,https://github.com/fabiomaffioletti/jsondoc
FasterXML/aalto-xml,https://github.com/FasterXML/aalto-xml
FasterXML/jackson-annotations,https://github.com/FasterXML/jackson-annotations
FasterXML/jackson-core,https://github.com/FasterXML/jackson-core
FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind
FasterXML/jackson-dataformat-csv,https://github.com/FasterXML/jackson-dataformat-csv
FasterXML/jackson-dataformat-xml,https://github.com/FasterXML/jackson-dataformat-xml
FasterXML/jackson-dataformat-yaml,https://github.com/FasterXML/jackson-dataformat-yaml
FasterXML/jackson-datatype-hibernate,https://github.com/FasterXML/jackson-datatype-hibernate
FasterXML/jackson-datatype-joda,https://github.com/FasterXML/jackson-datatype-joda
FasterXML/jackson-jr,https://github.com/FasterXML/jackson-jr
FasterXML/jackson-module-jsonSchema,https://github.com/FasterXML/jackson-module-jsonSchema
FenixEdu/fenixedu-academic,https://github.com/FenixEdu/fenixedu-academic
Findwise/Hydra,https://github.com/Findwise/Hydra
forge/roaster,https://github.com/forge/roaster
ganglia/jmxetric,https://github.com/ganglia/jmxetric
geoserver/geoserver,https://github.com/geoserver/geoserver
geotools/geotools,https://github.com/geotools/geotools
gephi/gephi,https://github.com/gephi/gephi
GlowstoneMC/Glowstone,https://github.com/GlowstoneMC/Glowstone
GoClipse/goclipse,https://github.com/GoClipse/goclipse
goodow/realtime-store,https://github.com/goodow/realtime-store
google/auto,https://github.com/google/auto
google/closure-compiler,https://github.com/google/closure-compiler
google/compile-testing,https://github.com/google/compile-testing
google/google-http-java-client,https://github.com/google/google-http-java-client
google/google-oauth-java-client,https://github.com/google/google-oauth-java-client
google/guava,https://github.com/google/guava
google/guice,https://github.com/google/guice
google/j2objc,https://github.com/google/j2objc
google/jimfs,https://github.com/google/jimfs
google/truth,https://github.com/google/truth
GoogleCloudPlatform/DataflowJavaSDK,https://github.com/GoogleCloudPlatform/DataflowJavaSDK
graphaware/neo4j-framework,https://github.com/graphaware/neo4j-framework
graphaware/neo4j-reco,https://github.com/graphaware/neo4j-reco
graphaware/neo4j-timetree,https://github.com/graphaware/neo4j-timetree
Graphify/graphify,https://github.com/Graphify/graphify
greenmail-mail-test/greenmail,https://github.com/greenmail-mail-test/greenmail
gresrun/jesque,https://github.com/gresrun/jesque
guari/eclipse-ui-theme,https://github.com/guari/eclipse-ui-theme
guokr/simbase,https://github.com/guokr/simbase
gwtbootstrap/gwt-bootstrap,https://github.com/gwtbootstrap/gwt-bootstrap
gwtbootstrap3/gwtbootstrap3,https://github.com/gwtbootstrap3/gwtbootstrap3
gwt-maven-plugin/gwt-maven-plugin,https://github.com/gwt-maven-plugin/gwt-maven-plugin
hansenji/pocketknife,https://github.com/hansenji/pocketknife
hcoles/pitest,https://github.com/hcoles/pitest
hdiv/hdiv,https://github.com/hdiv/hdiv
headissue/cache2k,https://github.com/headissue/cache2k
helun/Ektorp,https://github.com/helun/Ektorp
Hidendra/LWC,https://github.com/Hidendra/LWC
HolmesNL/kafka-spout,https://github.com/HolmesNL/kafka-spout
hstaudacher/osgi-jax-rs-connector,https://github.com/hstaudacher/osgi-jax-rs-connector
hs-web/hsweb-framework,https://github.com/hs-web/hsweb-framework
HubSpot/jinjava,https://github.com/HubSpot/jinjava
HubSpot/Singularity,https://github.com/HubSpot/Singularity
IDPF/epubcheck,https://github.com/IDPF/epubcheck
igniterealtime/Openfire,https://github.com/igniterealtime/Openfire
iipc/openwayback,https://github.com/iipc/openwayback
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns
immutables/immutables,https://github.com/immutables/immutables
indeedeng/proctor,https://github.com/indeedeng/proctor
isaiah/jubilee,https://github.com/isaiah/jubilee
jacoco/jacoco,https://github.com/jacoco/jacoco
JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache
JakeWharton/salvage,https://github.com/JakeWharton/salvage
jamesdbloom/mockserver,https://github.com/jamesdbloom/mockserver
jankotek/mapdb,https://github.com/jankotek/mapdb
javaee-samples/javaee7-samples,https://github.com/javaee-samples/javaee7-samples
JavaMoney/jsr354-api,https://github.com/JavaMoney/jsr354-api
java-native-access/jna,https://github.com/java-native-access/jna
javanna/elasticshell,https://github.com/javanna/elasticshell
javaparser/javaparser,https://github.com/javaparser/javaparser
jbehave/jbehave-core,https://github.com/jbehave/jbehave-core
jberkel/pay-me,https://github.com/jberkel/pay-me
jcabi/jcabi-aspects,https://github.com/jcabi/jcabi-aspects
jcabi/jcabi-github,https://github.com/jcabi/jcabi-github
jcabi/jcabi-http,https://github.com/jcabi/jcabi-http
jcabi/jcabi-ssh,https://github.com/jcabi/jcabi-ssh
jcgay/maven-color,https://github.com/jcgay/maven-color
jeevatkm/digitalocean-api-java,https://github.com/jeevatkm/digitalocean-api-java
jeluard/semantic-versioning,https://github.com/jeluard/semantic-versioning
jhalterman/concurrentunit,https://github.com/jhalterman/concurrentunit
jhalterman/expiringmap,https://github.com/jhalterman/expiringmap
jhalterman/failsafe,https://github.com/jhalterman/failsafe
jhalterman/lyra,https://github.com/jhalterman/lyra
jhalterman/typetools,https://github.com/jhalterman/typetools
jhy/jsoup,https://github.com/jhy/jsoup
jirutka/spring-rest-exception-handler,https://github.com/jirutka/spring-rest-exception-handler
jknack/handlebars.java,https://github.com/jknack/handlebars.java
jmkgreen/morphia,https://github.com/jmkgreen/morphia
jmock-developers/jmock-library,https://github.com/jmock-developers/jmock-library
jmrozanec/cron-utils,https://github.com/jmrozanec/cron-utils
jmxtrans/jmxtrans,https://github.com/jmxtrans/jmxtrans
JodaOrg/joda-beans,https://github.com/JodaOrg/joda-beans
JodaOrg/joda-time,https://github.com/JodaOrg/joda-time
jooby-project/jooby,https://github.com/jooby-project/jooby
jOOQ/jOOL,https://github.com/jOOQ/jOOL
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ
jOOQ/jOOR,https://github.com/jOOQ/jOOR
jOOQ/jOOU,https://github.com/jOOQ/jOOU
jOOQ/jOOX,https://github.com/jOOQ/jOOX
jparsec/jparsec,https://github.com/jparsec/jparsec
jpush/jpush-api-java-client,https://github.com/jpush/jpush-api-java-client
jqno/equalsverifier,https://github.com/jqno/equalsverifier
jreijn/spring-comparing-template-engines,https://github.com/jreijn/spring-comparing-template-engines
jruby/joni,https://github.com/jruby/joni
jsimone/webapp-runner,https://github.com/jsimone/webapp-runner
jsonld-java/jsonld-java,https://github.com/jsonld-java/jsonld-java
julianhyde/linq4j,https://github.com/julianhyde/linq4j
julianhyde/optiq,https://github.com/julianhyde/optiq
julman99/gson-fire,https://github.com/julman99/gson-fire
justinsb/jetcd,https://github.com/justinsb/jetcd
jwtk/jjwt,https://github.com/jwtk/jjwt
jzy3d/jzy3d-api,https://github.com/jzy3d/jzy3d-api
karussell/snacktory,https://github.com/karussell/snacktory
kenglxn/QRGen,https://github.com/kenglxn/QRGen
kevinsawicki/http-request,https://github.com/kevinsawicki/http-request
kevinsawicki/wishlist,https://github.com/kevinsawicki/wishlist
killme2008/Metamorphosis,https://github.com/killme2008/Metamorphosis
kite-sdk/kite,https://github.com/kite-sdk/kite
Kixeye/chassis,https://github.com/Kixeye/chassis
klout/brickhouse,https://github.com/klout/brickhouse
knightliao/disconf,https://github.com/knightliao/disconf
knowitall/reverb,https://github.com/knowitall/reverb
kongchen/swagger-maven-plugin,https://github.com/kongchen/swagger-maven-plugin
koraktor/steam-condenser-java,https://github.com/koraktor/steam-condenser-java
ktoso/maven-git-commit-id-plugin,https://github.com/ktoso/maven-git-commit-id-plugin
kuujo/vertigo,https://github.com/kuujo/vertigo
kzwang/elasticsearch-image,https://github.com/kzwang/elasticsearch-image
l0rdn1kk0n/wicket-bootstrap,https://github.com/l0rdn1kk0n/wicket-bootstrap
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool
larsga/Duke,https://github.com/larsga/Duke
la-team/light-admin,https://github.com/la-team/light-admin
lemire/javaewah,https://github.com/lemire/javaewah
lemire/JavaFastPFOR,https://github.com/lemire/JavaFastPFOR
liaohuqiu/SimpleHashSet,https://github.com/liaohuqiu/SimpleHashSet
linkedin/parseq,https://github.com/linkedin/parseq
linkedin/pinot,https://github.com/linkedin/pinot
livingsocial/HiveSwarm,https://github.com/livingsocial/HiveSwarm
logstash/log4j-jsonevent-layout,https://github.com/logstash/log4j-jsonevent-layout
lookfirst/sardine,https://github.com/lookfirst/sardine
lviggiano/owner,https://github.com/lviggiano/owner
madeye/proxydroid,https://github.com/madeye/proxydroid
magro/kryo-serializers,https://github.com/magro/kryo-serializers
marschall/memoryfilesystem,https://github.com/marschall/memoryfilesystem
martinpaljak/GlobalPlatformPro,https://github.com/martinpaljak/GlobalPlatformPro
matlux/jvm-breakglass,https://github.com/matlux/jvm-breakglass
maxcom/lorsource,https://github.com/maxcom/lorsource
maxmind/GeoIP2-java,https://github.com/maxmind/GeoIP2-java
maxmind/geoip-api-java,https://github.com/maxmind/geoip-api-java
medcl/elasticsearch-analysis-ik,https://github.com/medcl/elasticsearch-analysis-ik
mesos/hadoop,https://github.com/mesos/hadoop
mfornos/humanize,https://github.com/mfornos/humanize
mgodave/barge,https://github.com/mgodave/barge
microg/NetworkLocation,https://github.com/microg/NetworkLocation
mikaelhg/urlbuilder,https://github.com/mikaelhg/urlbuilder
mikera/clisk,https://github.com/mikera/clisk
mikera/vectorz,https://github.com/mikera/vectorz
MilkBowl/Vault,https://github.com/MilkBowl/Vault
mitreid-connect/OpenID-Connect-Java-Spring-Server,https://github.com/mitreid-connect/OpenID-Connect-Java-Spring-Server
MoriTanosuke/glacieruploader,https://github.com/MoriTanosuke/glacieruploader
mp911de/logstash-gelf,https://github.com/mp911de/logstash-gelf
mpatric/mp3agic,https://github.com/mpatric/mp3agic
mpetazzoni/ttorrent,https://github.com/mpetazzoni/ttorrent
mrwilson/java-dirty,https://github.com/mrwilson/java-dirty
Multiverse/Multiverse-Core,https://github.com/Multiverse/Multiverse-Core
myabc/markdownj,https://github.com/myabc/markdownj
mybatis/generator,https://github.com/mybatis/generator
mybatis/jpetstore-6,https://github.com/mybatis/jpetstore-6
mybatis/mybatis-3,https://github.com/mybatis/mybatis-3
mybatis/spring,https://github.com/mybatis/spring
nativelibs4java/BridJ,https://github.com/nativelibs4java/BridJ
naver/pinpoint,https://github.com/naver/pinpoint
neophob/PixelController,https://github.com/neophob/PixelController
netty/netty,https://github.com/netty/netty
neuland/jade4j,https://github.com/neuland/jade4j
ning/maven-duplicate-finder-plugin,https://github.com/ning/maven-duplicate-finder-plugin
ninjaframework/ninja,https://github.com/ninjaframework/ninja
NLPchina/elasticsearch-sql,https://github.com/NLPchina/elasticsearch-sql
nodebox/nodebox,https://github.com/nodebox/nodebox
notnoop/java-apns,https://github.com/notnoop/java-apns
nurkiewicz/async-retry,https://github.com/nurkiewicz/async-retry
nurkiewicz/LazySeq,https://github.com/nurkiewicz/LazySeq
nurkiewicz/spring-data-jdbc-repository,https://github.com/nurkiewicz/spring-data-jdbc-repository
ObeoNetwork/UML-Designer,https://github.com/ObeoNetwork/UML-Designer
objectify/objectify,https://github.com/objectify/objectify
ocpsoft/rewrite,https://github.com/ocpsoft/rewrite
OfficeDev/ews-java-api,https://github.com/OfficeDev/ews-java-api
olap4j/olap4j,https://github.com/olap4j/olap4j
olivergierke/spring-restbucks,https://github.com/olivergierke/spring-restbucks
oltpbenchmark/oltpbench,https://github.com/oltpbenchmark/oltpbench
ontop/ontop,https://github.com/ontop/ontop
OpenFeign/feign,https://github.com/OpenFeign/feign
openpnp/openpnp,https://github.com/openpnp/openpnp
opensagres/xdocreport,https://github.com/opensagres/xdocreport
OpenSextant/SolrTextTagger,https://github.com/OpenSextant/SolrTextTagger
OpenSmpp/opensmpp,https://github.com/OpenSmpp/opensmpp
OpenSOC/opensoc-streaming,https://github.com/OpenSOC/opensoc-streaming
OryxProject/oryx,https://github.com/OryxProject/oryx
otale/tale,https://github.com/otale/tale
owlcs/owlapi,https://github.com/owlcs/owlapi
owlike/genson,https://github.com/owlike/genson
oxo42/stateless4j,https://github.com/oxo42/stateless4j
pac4j/pac4j,https://github.com/pac4j/pac4j
pac4j/play-pac4j,https://github.com/pac4j/play-pac4j
pac4j/spring-security-pac4j,https://github.com/pac4j/spring-security-pac4j
pagehelper/Mybatis-PageHelper,https://github.com/pagehelper/Mybatis-PageHelper
palantir/eclipse-typescript,https://github.com/palantir/eclipse-typescript
paukiatwee/budgetapp,https://github.com/paukiatwee/budgetapp
paulhoule/infovore,https://github.com/paulhoule/infovore
pedrovgs/Algorithms,https://github.com/pedrovgs/Algorithms
penberg/fjord,https://github.com/penberg/fjord
perwendel/spark,https://github.com/perwendel/spark
pgjdbc/pgjdbc,https://github.com/pgjdbc/pgjdbc
pierre/meteo,https://github.com/pierre/meteo
plantuml/plantuml,https://github.com/plantuml/plantuml
play/play-android,https://github.com/play/play-android
poetix/protonpack,https://github.com/poetix/protonpack
ppat/storm-rabbitmq,https://github.com/ppat/storm-rabbitmq
protostuff/protostuff,https://github.com/protostuff/protostuff
psi-probe/psi-probe,https://github.com/psi-probe/psi-probe
pulse00/Symfony-2-Eclipse-Plugin,https://github.com/pulse00/Symfony-2-Eclipse-Plugin
pulse00/Twig-Eclipse-Plugin,https://github.com/pulse00/Twig-Eclipse-Plugin
qos-ch/logback,https://github.com/qos-ch/logback
qos-ch/slf4j,https://github.com/qos-ch/slf4j
querydsl/querydsl,https://github.com/querydsl/querydsl
rackerlabs/blueflood,https://github.com/rackerlabs/blueflood
ralfstx/minimal-json,https://github.com/ralfstx/minimal-json
recommenders/rival,https://github.com/recommenders/rival
redline-smalltalk/redline-smalltalk,https://github.com/redline-smalltalk/redline-smalltalk
redwarp/9-Patch-Resizer,https://github.com/redwarp/9-Patch-Resizer
reficio/p2-maven-plugin,https://github.com/reficio/p2-maven-plugin
reficio/soap-ws,https://github.com/reficio/soap-ws
reidarsollid/RustyCage,https://github.com/reidarsollid/RustyCage
relayrides/pushy,https://github.com/relayrides/pushy
rest-assured/rest-assured,https://github.com/rest-assured/rest-assured
rest-driver/rest-driver,https://github.com/rest-driver/rest-driver
resthub/resthub-spring-stack,https://github.com/resthub/resthub-spring-stack
resthub/springmvc-router,https://github.com/resthub/springmvc-router
restlet/restlet-framework-java,https://github.com/restlet/restlet-framework-java
resty-gwt/resty-gwt,https://github.com/resty-gwt/resty-gwt
rgladwell/m2e-android,https://github.com/rgladwell/m2e-android
RichardWarburton/lambda-behave,https://github.com/RichardWarburton/lambda-behave
ripple/ripple-lib-java,https://github.com/ripple/ripple-lib-java
rnewson/couchdb-lucene,https://github.com/rnewson/couchdb-lucene
roboguice/roboguice,https://github.com/roboguice/roboguice
robolectric/deckard-maven,https://github.com/robolectric/deckard-maven
rombert/desktop-maven-notifier,https://github.com/rombert/desktop-maven-notifier
ronmamo/reflections,https://github.com/ronmamo/reflections
roundrop/facebook4j,https://github.com/roundrop/facebook4j
rtyley/roboguice-sherlock,https://github.com/rtyley/roboguice-sherlock
ryantenney/metrics-spring,https://github.com/ryantenney/metrics-spring
sachin-handiekar/jInstagram,https://github.com/sachin-handiekar/jInstagram
salyh/elasticsearch-security-plugin,https://github.com/salyh/elasticsearch-security-plugin
samskivert/jmustache,https://github.com/samskivert/jmustache
sanity/LastCalc,https://github.com/sanity/LastCalc
sanity/quickml,https://github.com/sanity/quickml
sanity/tahrir,https://github.com/sanity/tahrir
sarxos/webcam-capture,https://github.com/sarxos/webcam-capture
scobal/seyren,https://github.com/scobal/seyren
scribejava/scribejava,https://github.com/scribejava/scribejava
sculptor/sculptor,https://github.com/sculptor/sculptor
sd4324530/fastweixin,https://github.com/sd4324530/fastweixin
searls/jasmine-maven-plugin,https://github.com/searls/jasmine-maven-plugin
sematext/HBaseHUT,https://github.com/sematext/HBaseHUT
serso/android-common,https://github.com/serso/android-common
shilad/wikibrain,https://github.com/shilad/wikibrain
shyiko/mysql-binlog-connector-java,https://github.com/shyiko/mysql-binlog-connector-java
sialcasa/mvvmFX,https://github.com/sialcasa/mvvmFX
Simmetrics/simmetrics,https://github.com/Simmetrics/simmetrics
simpligility/android-maven-plugin,https://github.com/simpligility/android-maven-plugin
siom79/japicmp,https://github.com/siom79/japicmp
sksamuel/elasticsearch-river-neo4j,https://github.com/sksamuel/elasticsearch-river-neo4j
Slim3/slim3,https://github.com/Slim3/slim3
smola/galimatias,https://github.com/smola/galimatias
smooks/smooks,https://github.com/smooks/smooks
sockeqwe/fragmentargs,https://github.com/sockeqwe/fragmentargs
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java
SomMeri/less4j,https://github.com/SomMeri/less4j
SonarSource/sonarqube,https://github.com/SonarSource/sonarqube
SpigotMC/BungeeCord,https://github.com/SpigotMC/BungeeCord
spotify/cassandra-reaper,https://github.com/spotify/cassandra-reaper
spotify/docker-client,https://github.com/spotify/docker-client
spotify/docker-maven-plugin,https://github.com/spotify/docker-maven-plugin
spotify/helios,https://github.com/spotify/helios
spotify/netty-zmtp,https://github.com/spotify/netty-zmtp
Spoutcraft/LegacyLauncher,https://github.com/Spoutcraft/LegacyLauncher
Spoutcraft/Spoutcraft,https://github.com/Spoutcraft/Spoutcraft
SpoutDev/Spout,https://github.com/SpoutDev/Spout
SpoutDev/Vanilla,https://github.com/SpoutDev/Vanilla
spring-cloud/spring-cloud-config,https://github.com/spring-cloud/spring-cloud-config
spring-cloud/spring-cloud-consul,https://github.com/spring-cloud/spring-cloud-consul
spring-projects/spring-petclinic,https://github.com/spring-projects/spring-petclinic
spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth
springside/springside4,https://github.com/springside/springside4
sps/mustache-spring-view,https://github.com/sps/mustache-spring-view
spullara/mustache.java,https://github.com/spullara/mustache.java
sqshq/PiggyMetrics,https://github.com/sqshq/PiggyMetrics
square/burst,https://github.com/square/burst
square/dagger,https://github.com/square/dagger
square/javapoet,https://github.com/square/javapoet
square/keywhiz,https://github.com/square/keywhiz
square/moshi,https://github.com/square/moshi
square/okhttp,https://github.com/square/okhttp
square/okio,https://github.com/square/okio
square/otto,https://github.com/square/otto
square/pollexor,https://github.com/square/pollexor
square/retrofit,https://github.com/square/retrofit
square/seismic,https://github.com/square/seismic
square/wire,https://github.com/square/wire
sstone/akka-amqp-proxies,https://github.com/sstone/akka-amqp-proxies
stefanbirkner/system-rules,https://github.com/stefanbirkner/system-rules
stephanenicolas/robospice,https://github.com/stephanenicolas/robospice
stratosphere/stratosphere,https://github.com/stratosphere/stratosphere
StripesFramework/stripes,https://github.com/StripesFramework/stripes
structr/structr,https://github.com/structr/structr
super-csv/super-csv,https://github.com/super-csv/super-csv
swagger-api/swagger-core,https://github.com/swagger-api/swagger-core
szegedi/dynalink,https://github.com/szegedi/dynalink
TannerPerrien/picasso-transformations,https://github.com/TannerPerrien/picasso-transformations
tbroyer/bullet,https://github.com/tbroyer/bullet
tcurdt/jdeb,https://github.com/tcurdt/jdeb
TheHolyWaffle/TeamSpeak-3-Java-API,https://github.com/TheHolyWaffle/TeamSpeak-3-Java-API
thelinmichael/spotify-web-api-java,https://github.com/thelinmichael/spotify-web-api-java
thinkaurelius/faunus,https://github.com/thinkaurelius/faunus
thrau/jarchivelib,https://github.com/thrau/jarchivelib
threerings/getdown,https://github.com/threerings/getdown
threerings/playn,https://github.com/threerings/playn
threerings/tripleplay,https://github.com/threerings/tripleplay
ThreeTen/threeten-extra,https://github.com/ThreeTen/threeten-extra
Tillerino/Tillerinobot,https://github.com/Tillerino/Tillerinobot
tinkerpop/blueprints,https://github.com/tinkerpop/blueprints
tinkerpop/frames,https://github.com/tinkerpop/frames
tinkerpop/gremlin,https://github.com/tinkerpop/gremlin
tinkerpop/pipes,https://github.com/tinkerpop/pipes
tinkerpop/rexster,https://github.com/tinkerpop/rexster
togglz/togglz,https://github.com/togglz/togglz
toomasr/skype-bot,https://github.com/toomasr/skype-bot
torakiki/pdfsam,https://github.com/torakiki/pdfsam
torakiki/sejda,https://github.com/torakiki/sejda
torodb/stampede,https://github.com/torodb/stampede
trautonen/coveralls-maven-plugin,https://github.com/trautonen/coveralls-maven-plugin
trecloux/yeoman-maven-plugin,https://github.com/trecloux/yeoman-maven-plugin
tuenti/SmsRadar,https://github.com/tuenti/SmsRadar
tumblr/jumblr,https://github.com/tumblr/jumblr
twilio/twilio-java,https://github.com/twilio/twilio-java
twitter/cloudhopper-smpp,https://github.com/twitter/cloudhopper-smpp
twitter/distributedlog,https://github.com/twitter/distributedlog
twitter/hpack,https://github.com/twitter/hpack
uaihebert/uaicontacts,https://github.com/uaihebert/uaicontacts
UISpec4J/UISpec4J,https://github.com/UISpec4J/UISpec4J
undera/jmeter-plugins,https://github.com/undera/jmeter-plugins
usc/wechat-mp-sdk,https://github.com/usc/wechat-mp-sdk
