dianping/cat;passed;push;a078e7918d52413c771bb9dea8f64f5e7c4eb648;14653099
caskdata/coopr;passed;push;7ffe38d36146d7627bfd6a2ae972f9c5ab0f338b;41287228
jcabi/jcabi-github;passed;push;6c7e077305291a1a1ed77ad930b7209bac569ccc;32758316
iipc/openwayback;errored;pull;80beec44a1c9327b114ed29f800a3fdd19b6ddf5;262714766
aaberg/sql2o;passed;push;fd70128899aeae998c66c76b197d1908e98ee526;171619874
antlr/antlr4;errored;push;eeeb43f9a07136e87fcfd7c4f370275ab33150ea;179860056
Atmosphere/atmosphere;failed;push;a495b15c251e5103ac0a214ceb7c597348842983;238184619
caelum/caelum-stella;passed;push;7a48d33bcce8a13dceb5febd2f85059ef9101ca9;32273208
b3log/symphony;passed;push;6980c4bbfb52aca6772399f778a008398d788fbe;279755268
searchbox/io-Jest;failed;push;61751eb01468e08b0fb747102dc3eceec445550f;266665193
torodb/stampede;passed;push;b91a72e8631ab14be0b0f0ee755b096cdc14423e;184491672
indeedeng/proctor;errored;push;2588b66a56b7d670602029e03067acdb60fae6e3;302343861
caelum/vraptor4;passed;push;e70efe1747d2f49b50567865f89e093f39c5639a;32043009
naver/pinpoint;passed;push;5ee7367eb88c804c068e424903a8013d6656e8b0;94076009
Adobe-Consulting-Services/acs-aem-commons;passed;push;c9f4f0d1b1be99ee938268207720a1ffa45498e2;96196154
naver/pinpoint;passed;push;9a50330049c44f4a859e24d132c80e6818e6644b;72973797
mybatis/spring;passed;push;e25bff23a7965497bd5cdbb95ae79c401a1822b6;39055754
openpnp/openpnp;passed;push;ae8dd6980f7718d59fbf8dc370da7b3e08c039e6;52084446
brooklyncentral/clocker;passed;push;c994e1cbc36709f0b44dfa2145ab5fc2567beee4;75766007
FenixEdu/fenixedu-academic;passed;push;c52b2ada797e6b4c2b7645ca5636c8f3821a5590;15895885
b3log/symphony;errored;push;419734e7308376156e9d177024329e1ed13f33e7;186483420
adamfisk/LittleProxy;failed;push;2af9dd911195078cb116af96f35457b17dbf3822;265445698
HubSpot/jinjava;passed;push;ea2f9516c52baccc42060209c13d92e73d8ea93d;172117219
square/okhttp;failed;push;8be66466354ef0d663c3a5f59489a7245f050b28;18112362
gephi/gephi;canceled;push;47b2dab72387c5ef3e066241ed28ae69d9f70113;279165670
javaee-samples/javaee7-samples;failed;push;6deca13a468e7ff789f1343d1610fcf631b4ac7f;94216599
openpnp/openpnp;passed;push;16ebd517cde25220c2413c4dc36bc385e399b42a;219139392
square/dagger;passed;push;b7559d2994db0d41113ee243899ffceefbc277ff;261440809
eXist-db/exist;passed;push;c0bb0700426668258b322a1dcb7bf18f77a64754;114470070
FenixEdu/fenixedu-academic;passed;push;56838d994e7c097640d05b4af235d1521bf74e07;174258977
structr/structr;passed;push;e46eea04bf5ae63ef0665851cf5e9ad4fd4f82f0;29214915
kite-sdk/kite;errored;push;e2518231e3d50ad0ff3cd36d8cec653623fd52d4;28366777
naver/pinpoint;passed;push;c633aa8bedcdcc804acbabd9403cd205e4abf87f;57006144
square/okhttp;passed;push;bf69c55eb4c1c0c93d1477a31dfb2c45359fba87;73838287
square/wire;passed;push;9228bfbdd304629460cd42666c90687a8697e4fc;85834277
shilad/wikibrain;passed;push;1ff76e5cc43804bf0de4ac2aa8a7181c915a044d;44170187
timmolter/XChange;passed;push;26ee473cd175cd7ba1a24588aab7efe81255bc79;266467354
sanity/quickml;passed;push;f2b0d61fcf33e4fcd759ccefeccd0b7e6493d62c;36004249
timmolter/XChange;passed;push;a05f3a449e0a93a79865c0ca6b7caadda3840c0f;65863481
CorfuDB/CorfuDB;passed;push;94915fe578d1b46d0bbd7e1b7ca84bf8009c537b;244404329
b3log/solo;passed;push;17a48559e9563dc31c2a8a38f829af9173b7ffee;120542689
immutables/immutables;passed;push;ce3c520554750bd70cbe39fcdb1f1f65c52ee8f5;164468696
FasterXML/jackson-dataformat-csv;passed;push;8acfceaee81586565f404041754a3bd00a76a2a0;153695710
pac4j/pac4j;passed;push;76426e055ef75e6bebacb490e8b91a9a3da46724;33350100
searchbox/io-Jest;failed;push;9816d97487e6e403f96c97aef79080ee23e1b245;266664841
structr/structr;errored;push;bd6fadb11221d0fe71124ee99706cdadeb241847;41117390
brooklyncentral/clocker;passed;push;d59377ad7bc7f7d1c9dce6e8aa02532561debc8c;83669346
spotify/docker-client;failed;push;a7a48a9844896b86eb4bef3cb3dc750d3b765425;243765041
brettwooldridge/HikariCP;passed;push;fc1aea96096a4c270b4c1da000e6c2f047500bde;108951419
square/okhttp;passed;push;d45b067b46d7eeab31db0904c57f2f4da44025ce;11702196
javaparser/javaparser;passed;push;ef88d5e520d376e38642c20d43f886f8bd4d468a;244181885
square/okhttp;passed;push;0766369844b26f64fc2e8d551ee8b5b00aa3fd87;28750599
spring-cloud/spring-cloud-config;passed;push;33bfea2814ae5e8565a83dc308a92fb5311bf863;50978962
vavr-io/vavr;passed;push;7ed8b941c79d50e59f37b38206823ad5db7a0c25;98804363
caelum/vraptor4;passed;push;4ccbcde56b6413fe42ad387fa77bf460c77c4b43;19683470
OpenGrok/OpenGrok;passed;push;42465a98352b21acd083768b2d89796c19764e65;124506496
OpenGrok/OpenGrok;passed;push;c115d10db404e072ad698fd279bd355f149e3502;270281613
jcabi/jcabi-github;errored;push;ee41c786b4f87ea96cadcd2882c4205e41534c81;24511167
jmxtrans/jmxtrans;passed;push;affea164da0d7503d3bfcb56bb8a1a9355fd147e;79137116
timmolter/XChange;passed;push;c5c846a3b4108ea57b66af305085bd76c554bdc9;7691404
apache/accumulo;errored;push;6a5a8179949fa82bbbba8c8b235a78eba7baf61e;136332170
druid-io/druid;passed;push;f44f7f07de5d75a6596f0d60f5f42de500d308f4;65459595
FenixEdu/fenixedu-academic;passed;push;0e01dc1d7704223a0139ab2ff8fd8d7f4b87f8a4;200046678
timmolter/XChange;failed;push;74f887ba5e144431afdfb9325c0f11bece80dd37;11781499
square/javapoet;passed;push;ae486521e3b81415d6243983f84289c9d4ad1dc9;107584382
undera/jmeter-plugins;passed;push;3e22e65b81d97513485ac10c8c57ea3b7a608ebe;20517391
vavr-io/vavr;passed;push;1f3ad8d5dfefa29bf1b991f490a84d2199af509f;134152204
eXist-db/exist;passed;push;13fac11eaf1739936c875f411c18ef0613101122;266006729
orientechnologies/orientdb;errored;push;9ee5c1dd65ad7d144cc51e92d3cbff8d5a00317b;91755010
vavr-io/vavr;passed;push;98ad4313814522d7e3484f8571fb2ca1a9d04582;104191949
jcabi/jcabi-http;passed;push;11694d3a6552a59d4419798af665a71b193fb09c;78000738
datastax/java-driver;passed;push;fc1cbc27c215189df9fd5b178eec98630f840a4c;88364961
igniterealtime/Openfire;passed;push;745732d6f93888cf6f2f00bc1da7db9be9b01ede;103900053
psi-probe/psi-probe;passed;push;240b0fb28920085a68ac863baf90f62513433788;183509711
tcurdt/jdeb;passed;push;515a03daf069336b6d69b08d5454682a793ba4da;99134201
lemire/javaewah;passed;push;d020026f824c9d6a5876139ab66898b85dd218bc;45550520
GoClipse/goclipse;passed;push;604d029044baec3bd110da3c9e72cd5f77d6d8c5;164091583
restlet/restlet-framework-java;passed;push;61ecb1a7c9d14aac29c060aeb617ddf7e29010b0;67995326
vavr-io/vavr;passed;push;a8e3b83666de7d9bc9ce9e7dc4b0e16e09407b30;89867107
logstash/log4j-jsonevent-layout;passed;push;627373cfb1025861e2ebb420eae147ee7fae727e;34848706
eclipse/che;failed;push;a22822ed96da14d05f04b8f1a02ebcb396138582;230179094
mybatis/mybatis-3;passed;push;59cf44ca51cacb580b36591e6d2b78108b83d78b;82798471
opensagres/xdocreport;passed;push;69a07236ba5c2819c4b3a357a91a2cc74289e532;159285293
dianping/cat;passed;push;1590f49bd9d78af72383f0573d8df0a38e296e90;54515787
mybatis/mybatis-3;passed;push;ed2cc17397601e9d48a0b4512259bbe8421ab763;205183104
hs-web/hsweb-framework;passed;push;08005fd32657cf6a65ee86e19790b7149e18b93f;183465951
apache/storm;errored;push;ec297dda7076b44f5cf37a88e7eb3bed4e2c14b2;252214031
square/okhttp;passed;push;58c3e2c6de5b14ea4ee4754393b1fcd74f3dfe2c;143574595
resthub/resthub-spring-stack;passed;push;aca42d0b19b72fc4560a14b82de727b0c61e8798;2904637
super-csv/super-csv;passed;push;6f4d4bc5216f7b79cf1c08ef6e1bbef2db43d811;73605817
square/keywhiz;passed;push;25541f7a38223398e6d47731ec11df1e8d43cca8;154487725
perwendel/spark;passed;push;318dcb918d09ba1b6ddafca63f3400f401ed8861;229808616
square/wire;failed;push;c3f8b18f96d44b5b0e981e94da0aa2b44f9f6288;238863851
cloudfoundry/cf-java-client;errored;push;19d62f7a8db9fb21dbf9b7192837a6181ba09604;24498655
DSpace/DSpace;passed;push;53c70cc1c735afb3b8f5e74fda1bb55c95bb9159;62474334
FenixEdu/fenixedu-academic;passed;push;7a0721c40d4e777689605ea1c0eface4d9e26aac;12311948
maxcom/lorsource;passed;push;d4997b23d4aa93848dfd2fc685e9af3604f8537e;5248914
square/retrofit;passed;push;8effb8762ecd59fc288695de9ff7e1dfc9dfbe21;82218198
zeromq/jeromq;passed;push;820bfcb8f032a1eabcd5a5a94895bd2b3bcbca9a;156114487
structr/structr;failed;push;e3aec74099e21505584a9c666a9c936251f3613e;64028585
square/retrofit;passed;push;f7b6595cca3ea39d300a9fb971f73ec8d4f11c41;82302338
FasterXML/jackson-databind;passed;push;8a231f10db55df0ba60977620b961daa4809da03;190407147
antlr/antlr4;passed;push;0ff8c60a1f8145ec1d336d350f8f7b62c2741ad7;293739208
iipc/openwayback;passed;push;f40cc15285c52ef2707e47c251cb0c2b5c0be67a;35117248
DSpace/DSpace;passed;push;d3d141b6a5c7a78e63a3027907b28c52b58ef311;17942217
CloudSlang/cloud-slang;passed;push;e2516d2246a15f1415a1c29a6bf53a8dd1454bdf;49451116
DozerMapper/dozer;failed;push;e590218c34c408896068c019db73cee84fb3a49b;3452154
jOOQ/jOOL;errored;push;0570b810f3d3677bb159d6f64353ab668b1a6f6d;93755726
timmolter/XChange;passed;push;b4690aa8d43f73216d478b77e00b4cfb90939f68;311800667
aerogear/aerogear-unifiedpush-server;passed;push;03762ec4ac2db4cbc6e5e0da0e3db3b38733c9b5;131778548
OpenGrok/OpenGrok;passed;push;7270e1973d6e749fd3322afef10b7a4bba225a3a;251967827
dropwizard/metrics;passed;push;18866d23615323707879bf7760e12b61ddcfded8;189153006
b3log/symphony;passed;push;c2b1baef41c3c26ba2034a922d022f3c8c9dd31c;206081921
scobal/seyren;passed;push;955f94d376fc49a43c5c2ffa9611a6d941b0dc68;84379429
jmrozanec/cron-utils;passed;push;85943b896b8cae2e2ed66ed1b27305ab9db658da;304726977
apache/storm;passed;push;47a4416733b6fdb0eb5689d71cb11fbeaa73c82f;256008560
OpenGrok/OpenGrok;passed;push;0675d08e99840fa6c6c00a6a1c44bdd106f2f8ac;193736681
javaparser/javaparser;passed;pull;cf0483dd521b52f7be62a596c273daa04f0ecaa4;266746788
square/retrofit;passed;push;766a9eabeebafe234ebb669c17da73141a89d55b;181987398
caskdata/coopr;failed;push;709b1f1eff0d8e9e5a865b45ea897de78cada0e3;38518387
Atmosphere/atmosphere;failed;push;c25518ae428c2cdcb38bb5b34eb81bddc591bd8c;238183130
thinkaurelius/faunus;passed;push;57da65038be4c67df47bd80c8c21cb104b9b5417;5301085
b3log/solo;errored;push;bc6fa3b408f52c44dd706b8dbcda407d724ea67b;260314193
druid-io/druid;failed;push;7c65880e554b7f4cd41549026f07d26065311ebc;102684662
orientechnologies/orientdb;errored;push;6412d899e7818393f343e473510f75d93485b88c;88925352
square/okhttp;passed;push;1c71c9059396fdd10c0cf626c841f7b39fbbf792;17209677
NLPchina/elasticsearch-sql;passed;push;11b3fa7ed403efc2a66272a42b0ca5e2fe55b7ed;291871392
square/dagger;passed;push;21a9e0d875da31306b0f41273348f4f75741fef7;20377619
eXist-db/exist;passed;push;e5f3f9b96598ebe2720f1a7a29c1c6af83d71423;27435144
antlr/antlr4;errored;push;e1c51d367e1768aba8e8815ced50ae07a2570d90;194285326
gephi/gephi;canceled;push;8730bc4bb98a91a8bf7822c17dd5581c042310f6;107675196
druid-io/druid;passed;push;1e22c75ca7c57bc208b89d9fecb3faeb101a45fe;58854660
igniterealtime/Openfire;passed;push;d62fe85cc7b087aa8a3ca57db97fb9f68b0f07b6;97091655
FenixEdu/fenixedu-academic;passed;push;2527d84cbd10def2d9db225dfbb6ef03ad85b238;63674384
druid-io/druid;passed;push;da8e86146e3fbd1c804d13229e6a7cd30f275d73;70925994
eXist-db/exist;passed;push;c302640717e247ec067d44be9602961468d6f4d3;28341567
swagger-api/swagger-core;failed;push;fdf1339f6d6ecfaafbd941a67ffb9e8fe061ad48;73318688
orientechnologies/orientdb;errored;push;1db9893e281e30a5e65e82e0d6be24d1c936ed30;95547097
CloudSlang/cloud-slang;failed;push;5aff2674c608f1a8a8cbcb79803acd7991307ac3;125541851
pgjdbc/pgjdbc;passed;push;a5a63e987fa49b2fd61ec43fc08ac88a8a9f9d56;64652473
OpenGrok/OpenGrok;passed;push;6fb2132acbf27a051f7f799b5ca347839db11530;251968588
druid-io/druid;passed;push;8795792dba9aa35874d951c28d3c809fab88df43;68060672
easymock/objenesis;errored;push;d52c86f3ced1a4b4a11f7285f63f76da3d091723;293096802
b3log/solo;passed;push;a130d475d295817019b565b16ce3f44080150de8;225631270
CloudSlang/score;passed;push;4ae30861c469fbc35b19357fff3c69467edacb99;298068343
naver/pinpoint;errored;push;e47d29c44473ceb077607308b8aab63d787d2bc2;76227442
corydissinger/raw4j;passed;push;7086fc5535536db37dcf1e183ca5c62eedb19fe4;14683339
naver/pinpoint;passed;push;e878e39fb5d4b7372016402a6a0b250c8b4535a5;99563508
jeluard/semantic-versioning;passed;push;3d319736d3f250824f65aca00149112fc42db503;2408613
vavr-io/vavr;passed;push;d239b5c422227e9da9613d41da21f6e7450ce5bf;116076297
resthub/resthub-spring-stack;passed;push;0f87240ecf9d8d0b89bddf021268a15bbfca2d67;3176774
tinkerpop/blueprints;passed;push;57d5b784c17b1c1b412531abc624e3537a8753eb;1830302
naver/pinpoint;passed;push;5af2146bda1b710bceee101f23faab7eea34d9ac;98645383
geotools/geotools;failed;push;3458430a7c43efc2b68dd43fcc799429290da3f3;44213931
naver/pinpoint;passed;push;e15807d9f282705731166238dfc333e06000118d;70163781
SonarSource/sonarqube;passed;push;0fd95d868388fa487bfec93eaad7f3560f6e70bf;87612009
dropwizard/metrics;passed;push;08b79a634246c49083df30277e3b9154bbeccd4a;7665932
swagger-api/swagger-core;passed;push;436681aad25feb94c20696a124d23d5ae29d6326;23383649
square/javapoet;passed;push;251cb9a9797dabfe873ae6901fdabe8ea7c052cf;95934214
geoserver/geoserver;errored;push;11a55b8562d7443584aeb875d22b193eb5a76b50;242198257
caskdata/coopr;passed;push;42ef20295714ed8a25a8e317b2783c9601f7f24e;36828650
antlr/antlr4;canceled;push;4994ff540ddcb05663cac9a3ba76db9bb500252c;211446514
dropwizard/metrics;passed;push;cc6147ecfea02bf6e26c5bed629551818f214a74;7654116
square/okhttp;failed;push;e8afabe11cc3fc8854b2b8bb845489bdf8299211;3144806
tananaev/traccar;passed;push;3eca9acd6e6a160df8f7b86150429c3d7c09b0c3;176936578
square/javapoet;passed;push;c0f4a89bc087d186bf05ee86ae9de4c12ff17130;14468175
asciidocfx/AsciidocFX;passed;push;b1d312da95bbc98866c404e166776dd4dff0f767;34621574
languagetool-org/languagetool;passed;push;1556dd946917fee6e8b8b38f300ab579638d9ccd;211498737
b3log/symphony;passed;push;333ee824bd5934b888197ab3a4767f21dfb39a31;225568774
square/okhttp;passed;push;f4c10476bf70ca08847ad7d1034e2e0b8b19eb5d;62075103
datastax/java-driver;passed;push;37feec19e843b44183900ef3e3e4308c307a8aaa;77651559
ryantenney/metrics-spring;passed;push;f5855066f8c161caa045b73f727fd895148d16e0;74094073
caelum/vraptor4;failed;push;2f394501973614a62a301de8c06731ba14b63481;34182767
FenixEdu/fenixedu-academic;passed;push;30973f57af9b8af9b6e6c92b4f3e56a6d6d624dc;30770094
square/dagger;passed;push;5a506f15f43ceda3d4c99a84e9c7291058065db0;6778632
naver/pinpoint;errored;pull;f17ff7e3bf269709b2641d267887f5d358ea0584;259673173
square/okhttp;passed;push;9b3b86f93717a9382cb9d31ad4134bbcdb763719;86606046
square/okhttp;passed;push;0feedd1e65ecaf0a7de4f7ec2da252e2a26d7de4;17728920
geoserver/geoserver;passed;push;21f0254e631ad98e6515410c2067fd721a93b2f6;279841484
mybatis/mybatis-3;passed;push;117fe2d126dba5d7c349bd194880895b2a7ba44a;39055848
FenixEdu/fenixedu-academic;errored;push;093ac70382e75fb0fd5e6d424355c487fdf376d9;267772280
java-native-access/jna;passed;push;2f0c4c3c25a772f5468aa2684992762852e698b0;102996904
geotools/geotools;passed;push;71c3cca06462c8ce6678027c043d07aacff64fc2;142198459
querydsl/querydsl;passed;push;05752afebb8b60780093d8f70660d7c3b06ad280;141391766
cloudfoundry/java-buildpack-auto-reconfiguration;canceled;push;9838231b2f7dbae3dd5443207a39c0e820add56c;24724319
gwtbootstrap3/gwtbootstrap3;passed;push;2216507148c201bdeb643f0ce798d22869b3ef0d;112146512
mybatis/spring;passed;push;27aa548fdddd28ab944734e5e7d671f187b35b93;125317287
square/okhttp;passed;push;fb3c390590131e61562bede0a6e030705ccbe8ce;113565058
eclipse/che;failed;push;d2f688318edf3da39196da838aa4d4cd6cb73787;259614229
caelum/caelum-stella;errored;push;31dcc00b3a892cc60ec5f763817fb8c4bf26f682;294317787
antlr/antlr4;errored;push;7362152b7c41e821eb718a4cdf3d5bbb3e1de1bb;285745373
caskdata/coopr;errored;push;86e460644f4143a35e4f2ab62e9144b6d4859502;40922520
square/okhttp;passed;push;5a9c9a1687d6469092d86b776ecacb74964319e0;62167410
brettwooldridge/HikariCP;passed;push;1faf28174eb902fb776fb5a5b5ed146a5a01bb2a;56353347
dianping/cat;passed;push;824e0f362f7538a2470aad0d2dbdcc37a660c091;25674388
psi-probe/psi-probe;passed;push;03954690dc341569584af2c9d2b6b5b58250a0b1;181175965
caelum/vraptor4;passed;push;7023d302dbc2fd2623f8526d6e1ca4ed796ac72c;26665100
GoogleCloudPlatform/DataflowJavaSDK;passed;push;1f26cb7557bdff21ab576bc43dfe0d44382444ee;154500767
jmrozanec/cron-utils;failed;push;649061ce5b01ba838fbd7a3369e541d294f95411;298584381
square/dagger;passed;push;79283c57871d6bfbf17a9dce96939213f5906dcc;3154702
sksamuel/elasticsearch-river-neo4j;passed;push;66d48b67f4e8462eac548cb593e2293ce4c20364;22303910
eclipse/che;failed;push;1c78e92e1641beb995797163223a881b0d03d007;259571660
OfficeDev/ews-java-api;passed;push;e5acc487a1c345127790df7b6cef57271eccda17;63185397
timmolter/XChange;passed;push;ffa9dc9d5f84531b321808bc7da2165c46810e50;247051729
orientechnologies/orientdb;errored;push;2c588fd118a0bec273e77c89867110f2b539e5d3;79423406
HubSpot/jinjava;passed;push;5c0b38b540e79d1d1cc4ed18757382fae9e32160;51077469
spotify/docker-client;passed;push;5d31eb207424e2b94db1094bb6755e7d2b6304e0;186405868
FenixEdu/fenixedu-academic;passed;push;d5ea2e1caf6261cf8d5a9c8f0b18f341e74772ac;153280521
naver/pinpoint;passed;push;0f2ae7c205cebb8357b44ec7cba3d683a6d4e40a;87832645
yegor256/s3auth;failed;push;ec45938b057a13c4fea926f22ca9b9a6d2ff27e9;294125350
searchbox/io-Jest;failed;push;949c29dfdf96286e4cb9389c650853cc31d680b8;91557421
jankotek/mapdb;passed;push;e12cdfa4ef6dc675d6ff727a71a4ed9356e0c193;62912475
apache/accumulo;failed;pull;1bf8a6362c685f316d04facb26faa29939cad9ef;294271736
datastax/java-driver;passed;push;5bc37d2494ac1f67bf549bbc85c8a931563ec6d2;85405315
nodebox/nodebox;passed;push;6e327e6e25a72606de94f9a9c91c461d1744c3d4;4145559
datastax/java-driver;passed;push;8d87f7ebf1d6ea56036c5a79fd519c0fb59648eb;147840696
FenixEdu/fenixedu-academic;passed;push;b12b363bd8e068c612d1327b0850857ee8124c65;78761192
FasterXML/jackson-databind;passed;push;be2bb29fe194eeeae9c904e8772217c82513ce16;242850876
openpnp/openpnp;passed;push;d7d762869f29b2ff4fa88f08c4a0d06acff86745;273140351
alibaba/cobarclient;passed;push;47ad78058e68b8ac021a7f5a2c838b1ab8ab7944;9471460
resthub/resthub-spring-stack;errored;push;e85aa1843a1cd61a8eb361840107adc1ff2a8f8b;297077023
square/retrofit;passed;push;bf94f532f574c69871dc0e139e2b03b3e3f410fc;262467541
geotools/geotools;passed;push;fbd7db858df7890aee6dece56538f5213a49c3fb;81402583
code4craft/webmagic;passed;push;ebaefb93ce871b97565eb410c4d53c40b37ddca3;237248554
scobal/seyren;passed;push;fed67f57c1fd3ab4faad524ad750978aaf02f6f2;23109018
datastax/java-driver;errored;push;74310274ee9813d9089c60906c76fc6bc93e6257;262588978
square/moshi;passed;push;c755894af32b9185bc5c958dd1298ca5efbdcbdc;257038155
antlr/antlr4;passed;push;c2a0ed7272fe207037327aae898b7a07c4e7e3bc;187298814
caelum/vraptor4;passed;push;7cc883a8869f2c89fe37b2a78b2afd778a09778b;21983988
tinkerpop/blueprints;passed;push;08e3febcb505a08b4ea2cfae9f203a59ad7669fd;3216021
zeroturnaround/zt-zip;passed;push;52fcbf4bea336a2aca0f112f1c3bc64118931a3c;14013082
xetorthio/jedis;passed;push;76df52ef9dabfbd8cd90a595b7c977744f832f97;28917085
square/okhttp;errored;push;9a63d68b04022e955b5a7eb3618bf2dba0a56f79;8882854
timmolter/XChange;passed;push;4b497581bb3d16a8805657456cb77845c5254ac3;72568665
caskdata/coopr;passed;push;6b20f8f5ae81943b28eef661f5d0a14a859f5be8;39440496
FenixEdu/fenixedu-academic;passed;push;d94cb199118865b6dad1156a88c9015c8ee5f402;14382327
DSpace/DSpace;passed;push;31a1b74d8480a15772300a4eb5343de568819a31;38547864
ktoso/maven-git-commit-id-plugin;errored;push;86d27d701eceaa868cc9c0bf77087aefc0d8cf65;264876158
relayrides/pushy;passed;push;440822444e738a3a7abdb34d5076bc012f0d1073;107375458
dropwizard/dropwizard;passed;push;49ff92712a936554d2cf9bd7a2b09a0fc07eaf25;82230330
geoserver/geoserver;failed;push;a17c48be6d7131e8e641c30dd5af2a934eafd39b;307410784
eclipse/che;failed;push;77b6adfbac26534becc4e2cb2989c839438c8781;230182023
eirslett/frontend-maven-plugin;passed;push;2c97f5acf47aca8b498cef4830b2639defcc4a35;55622199
OpenGrok/OpenGrok;passed;push;18ff38a383afe4952321bef978ca4fc6c08ecd81;139305251
mybatis/mybatis-3;passed;push;07fd758abcedd40e9ddb126638e6735d66046605;102130371
dianping/cat;passed;push;4636c5316f566730a9f04c2cd3f9c272d65a799b;37671928
FasterXML/jackson-databind;passed;push;facb2c00012dc212576a274e3f65d06b17b5dedb;157792681
vavr-io/vavr;passed;push;e5bfcd242ffe43679bed10b94e6c2351a5a66383;98595218
igniterealtime/Openfire;passed;push;7a7db14a9b0cc0156b864b901334602f7822d780;88296837
square/javapoet;passed;push;932695e9f03df31c7ec95c200c5a3d8fd7a0bc28;142842755
sanity/quickml;passed;push;f78fc405c5eda28b9f436f4d0dd5c7c4f7ebb751;38099511
square/okhttp;passed;push;afbcd979827f93d3c503cb4455c4804e5a5d8a8d;45621011
caskdata/coopr;passed;push;218c0a10b60bead43d60d1599e5b26dbdc4241a4;31183219
square/dagger;passed;push;5af54741f58d7e190f911e36f816ad27ee7ad07b;3106102
aerogear/aerogear-unifiedpush-server;passed;push;19f10414fc7f7965994dfc05fbdb65cdd02a8290;65386076
effektif/effektif;failed;push;d991f449e91933ed0fbfb9119ab2105fbe20802f;55798696
caskdata/coopr;errored;push;9d9773ae77a25d7f81c07c4cbb0146cf0b1cf339;52979577
apache/accumulo;passed;push;6128f024d44f75584de86e91bbba6833db4cdab4;228568902
dianping/cat;passed;push;679260357982378d8ec37b01091bbd37da70b3db;30241958
OryxProject/oryx;passed;push;63e1c45ee13b7a3f47e0b67ee837c417c5305ca5;51337111
apache/accumulo;passed;push;2270beea674e177abf7887099686692b6823c31d;163607447
sanity/quickml;passed;push;aabfa14842fc6caffac23e0b518d1dc340b88da5;53731067
gresrun/jesque;passed;push;dc0f33fd4d0b8602dfb6b0e240b11d777c3cfcf2;83231763
openpnp/openpnp;passed;push;27d6e40bb30ddddd45e026311f419cea8c56319a;41891766
geoserver/geoserver;passed;push;59e356ca8bfe9ca9076130b0d07f37ee136b0d7b;151956019
b3log/symphony;passed;push;8be57c98c806d725a6fb5b31d7b1ca7665aded0e;220949453
timmolter/XChart;errored;push;31bea2a412a9ca35b1b5ba4352393846437411a0;295470102
